"","index","content","date","polarity"
"148","148","Başbakan Davutoğlu: Yeni anayasayı başkanlık sistemi etrafında dokuyacağız https://t.co/BTKvZ6iQ6G https://t.co/SFh2VTuX6S","2016-04-27 20:18:03+00:00","Neutral"
"149","149","Davutoğlu: ""Yeni anayasayı başkanlık sistemi etrafında dokuyacağız"" https://t.co/vGMvOEMteT https://t.co/43q6zPGTfJ","2016-04-27 20:17:37+00:00","Neutral"
"150","150","Davutoğlu: ""Yeni anayasayı başkanlık sistemi etrafında dokuyacağız"" https://t.co/kNJOtwud92 https://t.co/7xKZUFTtZn","2016-04-27 20:17:29+00:00","Neutral"
"151","151","Başbakan Davutoğlu: ""Ana konumuz özgürlükçü bir anayasadır... Bizim düşüncemiz Başkanlık Sistemi...""","2016-04-27 20:17:08+00:00","Neutral"
"152","152","Davutoğlu: Yeni Anayasayı Başkanlık Sistemi Etrafında Dokuyacağız https://t.co/zyP2CyL8Dx","2016-04-27 20:16:44+00:00","Neutral"
"153","153","Davutoğlu: Yeni Anayasayı Başkanlık Sistemi Etrafında Dokuyacağız https://t.co/KPlBhiluMZ","2016-04-27 20:16:38+00:00","Neutral"
"154","154","Davutoğlu: Hedefimiz başkanlık sistemi

https://t.co/7ZAyHYUDiq https://t.co/Oz6E6e5FGR","2016-04-27 20:15:50+00:00","Neutral"
"155","155","Davutoğlu'ndan 'yeni anayasa' açıklaması: Hedefimiz başkanlık sistemi
https://t.co/yhTMs6lfJd https://t.co/4CNNx5JZ84","2016-04-27 20:14:50+00:00","Neutral"
"156","156","KOŞ BACIM DOKUMACI GELMİŞ MAHALLEYE
avutoğlu ""Yeni anayasayı başkanlık sistemi etrafında dokuyacağız","2016-04-27 20:07:04+00:00","Neutral"
"157","157","Başbakan Ahmet Davutoğlu: Yeni Anayasa başkanlık sistemi etrafında toplanmalı

https://t.co/u9SVNgODex","2016-04-27 20:06:05+00:00","Neutral"
"158","158","Davutoğlu : Hedefimiz başkanlık sistemi.

Yani hedef tamamlanınca kendini imha edecek !","2016-04-27 20:05:13+00:00","Negative"
"159","159","Davutoğlu: Yeni anayasayı başkanlık sistemi etrafında dokuyacağız https://t.co/mFWB31V7xf https://t.co/wklPFS4Bjg","2016-04-27 20:02:48+00:00","Neutral"
"160","160","""Bizim niyetimiz bu sistemi tümüyle değiştirmektir. Yeni anayasayı başkanlık sistemi etrafında dokuyacağız"" Nihayet, Bravo Davutoğlu!","2016-04-27 20:00:35+00:00","Positive"
"161","161","Bütün dünya başkanlık sistemini uygulasın dünyanın o zaman ne derdi nede tasası kalır bumu dur yanii başkanlık sistemi bi anlatında bilelim","2016-04-27 20:00:02+00:00","Neutral"
"162","162","İnsanlarımız pisi pisine ölecek vatan için şehit olacak ama henüz yeni bi anayasa yok hedef başkanlık sistemi herşey düzeliyomu bu sistemde","2016-04-27 19:58:31+00:00","Neutral"
"163","163","Davutoğlu'ndan flaş 'başkanlık sistemi' açıklaması https://t.co/NG6nwetc9J","2016-04-27 19:56:17+00:00","Neutral"
"164","164","Hangi ülkenin başbakanı çıkıp başkanlık sistemi gelsin benide bir kenara atsın diye bağrınır Hocam sen nasıl bu hallere düştün","2016-04-27 19:55:57+00:00","Negative"
"165","165","Davutoğlu : Bizim niyetimiz bu sistemi tümüyle değiştirmektir. Yeni anayasayı başkanlık sistemi etrafında dokuyacağız.","2016-04-27 19:55:47+00:00","Neutral"
"166","166","Davutoğlu: ""Yeni anayasayı başkanlık sistemi etrafında dokuyacağız"" via /r/Turkey https://t.co/fL9iNd7xJH","2016-04-27 19:51:09+00:00","Neutral"
"167","167","Hedefi Başkanlık Sistemi olanların niyeti ateşin üzerine benzin dökmesi gibidir...","2016-04-27 19:49:44+00:00","Negative"
"168","168","G*tumuzde bombalar patliyor adamlarin tek derdi baskanlik sistemi #Bursa","2016-04-27 19:49:38+00:00","Negative"
"169","169","Davutoğlu : Yeni anayasayı başkanlık sistemi etrafında dokuyacağız.
https://t.co/i7SR8BnWji https://t.co/HDVPBSHWkZ","2016-04-27 19:47:14+00:00","Neutral"
"170","170","Davutoğlu'ndan başkanlık sistemi açıklaması!
YENİ ANAYASA'DA İSLAM VURGUSU OLACAK MI?
https://t.co/i7SR8BnWji https://t.co/ZpyZjJfUsE","2016-04-27 19:46:07+00:00","Neutral"
"171","171","Fikrim başkanlık sistemi bu ülkenin sonu olur... devamını söylememe gerek bile yok https://t.co/K16mgfGDFd","2016-04-27 19:45:07+00:00","Negative"
"172","172","""Bizim niyetimiz bu sistemi tümüyle değiştirmektir. Yeni anayasayı başkanlık sistemi etrafında dokuyacağız""

https://t.co/Xpme9Zutoe","2016-04-27 19:44:51+00:00","Neutral"
"173","173","@yagizefe bunlar a konu olsun yeter ya . Baskanlık sistemi demiyorlarda anayasa diyorlar .. Lagım cukuru hepsi ..","2016-04-27 19:42:05+00:00","Neutral"
"174","174","ONU HALİFE YAPTIRMAYACAĞIZ
avutoğlu: Odaklandığımız tek plan başkanlık sistemi
https://t.co/o0YhOJuZmF … https://t.co/JSpPDPjbIh","2016-04-27 19:42:02+00:00","Negative"
"175","175","Davutoğlu baklayı ağzından çıkardı ""yeni anayasayı başkanlık sistemi etrafında dokuyacağız""dedi.Sanki halı dokuyor!Bu rejim cinayeti planı..","2016-04-27 19:39:41+00:00","Negative"
"176","176","Başbakan Ahmet Davutoğlu: Odaklandığımız tek plan başkanlık sistemi
https://t.co/BZ5OXe9N2J https://t.co/yUUXLsYAHy","2016-04-27 19:34:53+00:00","Neutral"
"177","177","Lütfen, açıklayın, bir vatandaş olarak soruyorum; başkanlık sistemi vatandaşa, işçiye, memura, öğrenciye ne getirecek? @Ahmet_Davutoglu","2016-04-27 19:31:42+00:00","Neutral"
"178","178","""Yeni anayasayı başkanlık sistemi etrafında dokuyacağız"" diyen insana tek bir soru: Niçin? Niçin başkanlık sistemine geçmek zorundayız?","2016-04-27 19:31:12+00:00","Neutral"
"179","179","Davutoğlu'ndan 'yeni anayasa ve başkanlık sistemi' açıklaması: ""Odaklandığımız tek plan başkanlıktır.""
https://t.co/BglW79ZJVU","2016-04-27 19:30:42+00:00","Neutral"
"180","180","TGRT Haber TV canlı yayınında Yeni Anayasa ve Başkanlık Sistemi'ni konuştuk.
https://t.co/1NEXP8X2FS","2016-04-27 19:30:25+00:00","Neutral"
"181","181","Davutoğlu: Yeni anayasayı başkanlık sistemi etrafında dokuyacağız
https://t.co/XqqiWPChk3 https://t.co/jgGOPo7hcU","2016-04-27 19:29:54+00:00","Neutral"
"182","182","DHA : Basbakan Davutoglu : Yeni anayasayi baskanlik sistemi etrafinda dokuyacagiz.","2016-04-27 19:28:34+00:00","Neutral"
"183","183","Şu halıyı dokurken kör olan kız gibi olmayın sakın 😊😊😊
(başkanlık sistemi bitti artık hayal kurma!) @Ahmet_Davutoglu https://t.co/u1pXHHLaMC","2016-04-27 19:28:16+00:00","Negative"
"184","184","Başkanlık sistemi gelene kadar millet olarak bu tür saldırılara alişmamiz gerekiyor. Zira dertlere deva hakifemiz gelecek (!)  #Bursa","2016-04-27 19:26:48+00:00","Negative"
"185","185","Başbakan Davutoğlu : Başkanlık sistemiyle ilgili tutum ve planımız açık. Yeni anayasa başkanlık sistemi etrafında dokunacak.","2016-04-27 19:26:46+00:00","Neutral"
"186","186","Başkanlık sistemi istemiyoruz https://t.co/DQceEboyF5","2016-04-27 19:26:34+00:00","Negative"
"187","187","Davutoğlu: Yeni anayasayı başkanlık sistemi etrafında dokuyacağız https://t.co/YRTR6mbis8 https://t.co/0vT6PE1qol","2016-04-27 19:25:19+00:00","Neutral"
"188","188","Başkanlık sistemi istemiyoruZ","2016-04-27 19:25:16+00:00","Negative"
"189","189","@Haberturk Bursa'da terör saldırısı... Bizim düşüncemiz başkanlık sistemi. Mahalle yanarken,orospu saçını tararmış!","2016-04-27 19:24:46+00:00","Negative"
"190","190","Yav yemin ediyorum gram kafa yok. Ülkenin neresinden tutsan elinde kalıyor,adamların tek Derdi Başkanlık sistemi.","2016-04-27 19:24:31+00:00","Negative"
"191","191","başkanlık ve federal sistemi içeren bir anayasa istemiyoruz 
 istenilen anayasa BOP için siyasal ve hukuki zemin demektir","2016-04-27 19:23:47+00:00","Negative"
"192","192","Ülke olmuş kan gölü, çıkmış bir soytarı diyor ki, ülkenin tek sorunu 'başkanlık sistemi'","2016-04-27 19:23:23+00:00","Negative"
"193","193","Davutoğlu: Yeni Anayasa başkanlık sistemi etrafında dokunacak
https://t.co/F9k8XTGU80 https://t.co/zaz9aRHavK","2016-04-27 19:22:39+00:00","Neutral"
"194","194","Özgürlükçü başkanlık sistemi diye bitirdi Davutoğlu. Laiklik kelimesini ağzına almadı. Bu kadar.","2016-04-27 19:22:33+00:00","Negative"
"195","195","Tayyip partili Cumhurbaşkanlığını dayattıkça, Davutoğlu üzerine basa basa başkanlık sistemi diyor :) Sonra beraber araba sürüyorlar","2016-04-27 19:22:17+00:00","Neutral"
"196","196","Ben mi yanlış duydum yoksa BB biz AKP anayasası yapıcaz ve başkanlık sistemi 1 numaramız, diğer konuları sonra konuşucaz mı dedi????","2016-04-27 19:21:58+00:00","Neutral"
"197","197","Başbakan Davutoğlu: Bizim düşüncemiz Başkanlık sistemi https://t.co/ad6YFgPbR0 https://t.co/639nhU7S3l","2016-04-27 19:21:47+00:00","Neutral"
"198","198","SON DAKİKA !!! 
Davutoğlu: Yeni anayasayı başkanlık sistemi etrafında dokuyacağız.","2016-04-27 19:21:09+00:00","Neutral"
"199","199","Retweeted Mustafa Kamalak (@kamalakmustafa):

1-Karşılaştığımız faciaların temelinde başkanlık sistemi, yeni... https://t.co/OgdqixaLRC","2016-04-27 19:00:33+00:00","Neutral"
"200","200","Deniz Baykal :mevcut anayasa ile başkanlık sistemi ve federal /özerklik isteyenlerin değişmesini istemelerini anlarım ama sırf 82 anayasası+","2016-04-27 18:57:52+00:00","Neutral"
"201","201","Deniz Baykal federal devlet isteyen ve başkanlık sistemi isteyenler için bu anayasa uygun değil değişmesini isteyenler bu açıdan haklılar","2016-04-27 18:55:45+00:00","Neutral"
"202","202","Özavcı, Başkanlık Sistemi İçin Türkiye Turuna Çıktı https://t.co/CLGRI5ZFp5 https://t.co/Dr05iedOve","2016-04-27 18:39:06+00:00","Neutral"
"203","203","Neden Başkanlık Sistemi? https://t.co/fYvjz4rBSQ","2016-04-27 18:33:28+00:00","Neutral"
"204","204","Saray başkanı 72 milyon senin oyununa gelmeyecek başkanlık sistemi ile mücadele ediyordusun Türkiye'yi savaş haline sürükledin yazıklarolsun","2016-04-27 17:53:14+00:00","Negative"
"205","205","30- Diktatörlük kesin dille reddedildi
31- Aktrollük mesleği ortaya çıktı
32- Başkanlık sistemi konuşulmaya başlandı

#AkPartininYaptıkları","2016-04-27 17:35:39+00:00","Negative"
"206","206","Yeni Bir Türkiye
Yeni Bir Anayasa
Yeni Bir Parlemento
Yeni Bir Başkanlık Sistemi
Yeni Bir Dünya
Yeni Bir Bomba... https://t.co/SaybK1AzMO","2016-04-27 16:14:39+00:00","Neutral"
"207","207","#heran başkanlık sistemi laikliğin garantorudur diye oy isteyebilir RTE..","2016-04-27 16:13:16+00:00","Neutral"
"208","208","Başkanlık sistemi gelinceye kadar #heran herşey olabilir.","2016-04-27 16:06:56+00:00","Neutral"
"209","209","@dokuz8haber Başkanlık sistemi mi lazımmış?","2016-04-27 16:02:10+00:00","Neutral"
"210","210","@mkulunk yeni anayasa yapılınca,başkanlık sistemi gelince MEB mahkeme kararlarını uygulayacak mı sn vekilim","2016-04-27 15:59:37+00:00","Neutral"
"211","211","Heryerde uygulanabilir bir proje taslağı
""Yeni Anayasa ve Başkanlık sistemi"" üzerine. https://t.co/aRWz2Vkdq2","2016-04-27 15:55:06+00:00","Neutral"
"212","212","DSP Eski Genel Başkan Adayı Erol Özavcı, Başkanlık Sistemi İçin Türkiye Turuna Çıktı https://t.co/dJI7c6ZyZ8 https://t.co/f1HigGwiFJ","2016-04-27 15:23:06+00:00","Neutral"
"213","213","@erolcalitr bursada Bombayı patlattılar. Paşam yine çıkacak başkanlık sistemi bu Ülkeye şart diyecek.","2016-04-27 15:07:20+00:00","Negative"
"214","214","SONAR: Vatandaş Başkanlık Sistemi İstemiyor https://t.co/iY3ZrMJZeZ","2016-04-27 14:57:09+00:00","Neutral"
"215","215","Rahmetli Özal'ın da gündeme getirdiği #başkanlıksistemi https://t.co/NJqF2drqxM","2016-04-27 14:15:03+00:00","Neutral"
"216","216","Sonar'a göre; parlamenter sistemi destekleyenler %58.8, başkanlık sistemini isteyenler %32.7
Demek ki partili cb bu yüzden konuşuluyor","2016-04-27 14:01:45+00:00","Neutral"
"217","217","Başkanlık sistemi için ANAYASAYI askıya alma teklifinde bulunan sizler. Mahkum için 3-5 seneyi çok görmeyin
 @MTanal","2016-04-27 13:57:14+00:00","Neutral"
"218","218","#Milletinİsteği başkanlık sistemi ve laik daha demokratik bir türkiye cumhuriyeti","2016-04-27 13:37:04+00:00","Positive"
"219","219","Samsun Huder olarak yeni anayasa  ve baskanlik sistemi calismalarini  destekliyor,laiklik kavramininda dogru bir tanimini talep ediyoruz..","2016-04-27 12:51:47+00:00","Positive"
"220","220","Cumhurbaşkanı Recep Tayyip Erdoğan’a başkanlık sistemi konusunda destek olmak için bir süre önce ken.. https://t.co/WJAND1Cuur","2016-04-27 12:30:39+00:00","Neutral"
"221","221","Başkanlık Sistemi ve yeni anayasa neden 2016 nın sonuna atıldı üç ayda hazırlanıp evet budur işte denilemiyormuy du yazılı ve görsel basın","2016-04-27 12:27:03+00:00","Neutral"
"222","222","Yükselen Türkiye ve Başkanlık Sistemi:
1 Mayıs Pazar günü Münih ve Günzburg'dayız
 @mkulunk @SirakayaZafer @AsiyeBi https://t.co/zWbHlQaNOD","2016-04-27 12:26:51+00:00","Neutral"
"223","223","#Genel DSP Eski Genel Başkan Adayı Erol Özavcı, Başkanlık Sistemi İçin Türkiye Turuna Çıktı: Cu... https://t.co/3i1gNQVzLo #MalatyaHaber","2016-04-27 12:23:19+00:00","Neutral"
"224","224","Laiklik gerilimi istenen belki de zaten toplumu iki kutuba ayırmaktır. zira başkanlık sistemi için de iki partili yapı gereklidir.","2016-04-27 12:15:36+00:00","Positive"
"225","225","Başkanlık sistemi, din-iman sosuyla servis edilecek. Yerseniz buyurun :)) https://t.co/q0nCcKJSOt","2016-04-27 11:34:41+00:00","Negative"
"226","226","Sn baluken:  ne demokrasi kalacak  ne de laiklik kalacak.AKP,  Türk işi bir başkanlık sistemi ile otoriter bir rejim tahkim etmek istiyor","2016-04-27 11:32:32+00:00","Negative"
"227","227","Başkanlık Sistemi Referandumu Araştırma Sonuçları Açıklandı: Metropol Araştırma Şirketi kurucusu Özer Sancar,... https://t.co/5w3Ee0ASps","2016-04-27 11:30:15+00:00","Neutral"
"228","228","Başkanlık Sistemi filan, boş işer bunlar..
Yiyorsa DENE bi görelim neler olacak.. https://t.co/DAWQArmNdW","2016-04-27 10:58:16+00:00","Negative"
"229","229","Yeni Türkiye, Yeni Anayasa ve Başkanlık Sistemi Tartışmaları Panelinde dinlemedeyiz :)) https://t.co/B7Ds3wPbD0","2016-04-27 10:49:59+00:00","Neutral"
"230","230","Reis, ""En büyük rakibim bürokratik oligarşi"" demiş.
Başkanlık sistemi #Milletinİsteği 
https://t.co/1TcsqHcC1H","2016-04-27 10:49:53+00:00","Positive"
"231","231","Başkanlık Sistemi Referandumu Araştırma Sonuçları Açıklandı https://t.co/0USvMwvAeF https://t.co/dKJN08Q9aq","2016-04-27 10:45:28+00:00","Neutral"
"232","232","#Milletinİsteği baskanlik değil hatta hakanlik olsun..en güzeli bu türk usulu yönetim olsun..tabiki en güzeli osmanli sistemi","2016-04-27 09:53:06+00:00","Positive"
"233","233","#şahsidüşüncem başkanlık sistemi gelmeli kendine guvenen insanın zaten sakınacak bi durumu olamaz aday olur halk belirler korkunuz neden.","2016-04-27 09:34:25+00:00","Positive"
"234","234","""başkanlık sistemi olmalı, 2 şoförlü araba daha kolay kaza yapar""; ""laiklik kırmızı bir Lamborghini gibidir""","2016-04-27 09:32:11+00:00","Positive"
"235","235","@BayrakBasri bunu diyenler bide başkanlık sistemi istiyor şerefsizler yaa","2016-04-27 09:17:31+00:00","Negative"
"236","236","Laiklik icin baskanlik sistemi sartmi?Cumhuriyetle yonetilip devaminda Kanunlarin Kurana gore duzenlenmesi GERCEK CAGDASLİKDİR..","2016-04-27 08:28:03+00:00","Negative"
"237","237","@cnnturk laik bir anayasada bu tür vurgular olmaz olmamalı ben buna ve başkanlığa karşıyım her şekilde bu topluma uymaz başkanlık sistemi","2016-04-27 08:15:51+00:00","Negative"
"238","238","#Milletinİsteği
Başkanlık sistemi ve idamın geri gelmesi","2016-04-27 07:41:18+00:00","Positive"
"239","239","+ Bu nedenle anayasa ya uygun sistem tartışmalarınında birlikte yürütülmesi daha sağlıklı olucaktır. #BaşkanlıkSistemi @TAM_Olsun @beyazhd","2016-04-27 07:32:57+00:00","Neutral"
"240","240","Hatayda “Yeni Anayasa Ve Başkanlık Sistemi” Paneli - HATAY - https://t.co/tFJzL2xaPp @http://www.kirikhanolay.com.tr aracılığıyla","2016-04-27 07:29:33+00:00","Neutral"
"241","241","+ #BanaSorarsan : Yeni bir Anayasa demek = Yeni bir Sistem demektir. #Milletinİsteği #BaşkanlıkSistemi @TAM_Olsun @sistembaskanlik @beyazhd","2016-04-27 07:29:32+00:00","Neutral"
"242","242","Öğrenci panellerimizin 2.serisinde Parlamenter ve Başkanlık Sistemi konuşacak,Perşembe 15:30'da Seminer 1'e bekleriz https://t.co/U6Ieejp9dk","2016-04-27 07:26:23+00:00","Neutral"
"243","243","11-Ak Parti'nin Başkanlık Sistemi getirecek yeni Anayasa'yı geçirmesi için 367 vekile, referanduma götürmesi için 330 vekile ihtiyacı var.","2016-04-27 07:14:24+00:00","Neutral"
"244","244","10-Hal ve durum böyleyken CHP'nin açıkça karşı olduğu ""Başkanlık Sistemi"" getiren yeni Anayasaya kim destek verecek? MHP mi HDP mi?","2016-04-27 07:10:29+00:00","Neutral"
"245","245","#Milletinİsteği Başkanlık sistemi...Güçlü Türkiye Osmanlı Ruhunun geri gelmesi...ve 
RECEP TAYYİP ERDOĞAN'ın Liderliği","2016-04-27 07:09:30+00:00","Positive"
"246","246","9- Ak Parti'nin yeni Anayasa'da olmazsa olmazı ""Başkanlık Sistemi"", 
CHP' nin ise olmazsa olmazı ""Güçlendirilmiş Parlementer Sistem"".","2016-04-27 07:07:28+00:00","Neutral"
"247","247","Hatay’da “Yeni Anayasa Ve Başkanlık Sistemi” Paneli https://t.co/tSOxJYditT","2016-04-27 07:04:07+00:00","Neutral"
"248","248","Başkanlık Sistemi Referandumu Araştırma Sonuçları Açıklandı https://t.co/KPKv2CkFsR","2016-04-27 07:03:04+00:00","Neutral"
"249","249","Hatay’da “Yeni Anayasa Ve Başkanlık Sistemi” Paneli https://t.co/PhNNpgqTHL","2016-04-27 07:01:04+00:00","Neutral"
"250","250","Başkanlık Sistemi Referandumu Araştırma Sonuçları Açıklandı https://t.co/qN9LQRtw3a","2016-04-27 06:59:05+00:00","Neutral"
"251","251","2-Ak Parti'nin Yeni Anayasayı Başkanlık Sistemi üzerine inşa edeceği kesindir. Dolayısı ile bu noktada uzlaşma yoksa neyi tartışıyoruz?","2016-04-27 06:47:07+00:00","Neutral"
"252","252","6. Sonuçta AKP haklıdır, başkanlık sistemi hakkaten kaynak dağılımında büyük etkinlik sağlayacaktır.","2016-04-27 06:44:02+00:00","Positive"
"253","253","@ErkamOzkanat nedir baskanlik sistemi?","2016-04-27 06:41:00+00:00","Neutral"
"254","254","Ne zaman terörle mücadele de iyi yerlere gelsek araya hemen başka abuk sabuk konular girer yok Başkanlık sistemi yok laiklik.","2016-04-27 06:38:06+00:00","Neutral"
"255","255","dinleyen yok eyy futbol severler baskanlik sistemi gelseydi trabzonspor olaylari olcakmiydi tabiki hayir","2016-04-27 06:31:03+00:00","Positive"
"256","256","@GucluTurkiyeCom anayasa tamam da millet başkanlık sistemi falan istemiyor onu nerenizden çıkarıyorsunuz muhteremler?","2016-04-27 06:21:06+00:00","Negative"
"257","257","Başkanlık Sistemi Türkiye’yi Şaha Kaldıracak https://t.co/90aXGqha2m","2016-04-27 06:02:35+00:00","Positive"
"258","258","#Milletinİsteği bellidir. Sivil anayasa ve toplumun tabiatına uygun sağlıklı bir başkanlık sistemi.","2016-04-27 05:47:59+00:00","Positive"
"259","259","@KucukkayaIsmail #şahsidüşüncem 1.Başkanlık sistemi neden ihtiyaç,gerek var mı ? Dün, başkanlık sistemi için ABD dayatması diyenler +","2016-04-27 04:58:31+00:00","Negative"
"260","260","@ekspercengiz @bsrergenc evet istedikleri Başkanlık ayrıca sistemi değiştiriplaiklik yerine getirmek Şeriat ile yönetilenbir devletolabilmek","2016-04-27 04:43:55+00:00","Negative"
"261","261","Hem rejim düşmanı ol hem bu sistemi temsil eden mecliste başkanlık yap hemde bu sistemi isteme ne halt ettiğini bilme densiz cahil","2016-04-27 04:41:51+00:00","Negative"
"262","262","@KucukkayaIsmail zamaninda baskanlik sistemi icinde boyle hamle yapilmisti algi yonetimi yapiliyor.yakinda laiklik kalkar","2016-04-27 04:36:37+00:00","Negative"
